employee_id,department,level,tenure_years,salary,performance_tier,flight_risk_score,ai_displacement_score,skills,manager_id,employment_type,location
EMP10182,Operations,VP,12.0,288952,Top,0.31,0.58,"Risk Assessment, Natural Language Processing, Stakeholder Communication, Financial Modelling",EMP6714,FTE,Remote
EMP10183,Customer Experience,Senior Analyst,4.7,77664,Meets,0.45,0.65,"Change Management, Excel Advanced, Strategic Planning, Cloud Computing, SQL",EMP5758,FTE,Remote
EMP10184,Technology,Director,2.3,186351,Exceeds,0.37,0.43,"Risk Assessment, Strategic Planning, Agile, Compliance, Project Management",EMP5450,FTE,Montreal
EMP10185,Compliance & Legal,Analyst,2.6,71356,Exceeds,0.56,0.3,"Financial Modelling, Python, Natural Language Processing",EMP7771,FTE,Vancouver
EMP10186,Human Resources,Analyst,5.4,62771,Top,0.12,0.22,"Agile, Natural Language Processing, Financial Modelling",EMP4267,FTE,Toronto
EMP10187,Operations,Analyst,0.3,67068,Exceeds,0.64,0.73,"Python, Stakeholder Communication, Risk Assessment",EMP3880,Contract,Toronto
EMP10188,Customer Experience,Senior Manager,2.9,135897,Developing,0.61,0.38,"Python, Data Analysis, Project Management, Process Automation",EMP2758,Contract,Toronto
EMP10189,Finance & Risk,Manager,3.4,121276,Meets,0.31,0.58,"Strategic Planning, Cloud Computing, Project Management",EMP4159,FTE,Toronto
EMP10190,Customer Experience,Manager,11.8,102109,Exceeds,0.57,0.55,"Power BI, Process Automation",EMP4164,FTE,Remote
EMP10191,Strategy & Analytics,Senior Manager,1.3,144970,Meets,0.78,0.47,"Change Management, Machine Learning",EMP4027,Contract,Vancouver
EMP10192,Sales & Distribution,Analyst,1.4,63270,Meets,0.52,0.42,"Compliance, Power BI, Project Management, Process Automation, Excel Advanced",EMP1187,FTE,Vancouver
EMP10193,Operations,Manager,3.4,124816,Meets,0.39,0.89,"Change Management, Process Automation, Excel Advanced",EMP2923,FTE,Remote
EMP10194,Operations,Analyst,3.6,55868,Top,0.34,0.79,"Project Management, Cloud Computing, Excel Advanced, Process Automation, Stakeholder Communication",EMP7813,FTE,Remote
EMP10195,Customer Experience,Senior Manager,9.7,142982,Exceeds,0.7,0.55,"SQL, Cloud Computing, Compliance",EMP6927,FTE,Montreal
EMP10196,Technology,Manager,1.2,127318,Meets,0.66,0.5,"Stakeholder Communication, Power BI, Agile",EMP9525,FTE,Montreal
EMP10197,Customer Experience,Senior Analyst,0.5,90596,Exceeds,1.0,0.54,"Python, Cloud Computing, SQL, Compliance, Risk Assessment",EMP8484,FTE,Montreal
EMP10198,Human Resources,Senior Analyst,0.5,75590,Low,0.4,0.65,"Data Analysis, Risk Assessment, Process Automation, Python",EMP1742,FTE,Montreal
EMP10199,Finance & Risk,Analyst,2.2,66889,Exceeds,0.44,0.44,"Python, Process Automation, Risk Assessment, SQL, Change Management",EMP3218,FTE,Remote
EMP10200,Human Resources,Senior Analyst,5.7,92310,Top,0.3,0.31,"Cloud Computing, Change Management, Risk Assessment, Python, Power BI",EMP9835,FTE,Remote
EMP10201,Technology,C-Suite,1.2,419398,Meets,0.28,0.35,"Financial Modelling, Data Analysis, Change Management",,FTE,Toronto
EMP10202,Human Resources,Manager,1.2,118900,Meets,0.39,0.53,"Financial Modelling, Cloud Computing, Stakeholder Communication",EMP3541,FTE,Remote
EMP10203,Customer Experience,Analyst,23.1,68236,Exceeds,0.16,0.79,"Data Analysis, Financial Modelling, Machine Learning, Python, Agile",EMP1550,FTE,Montreal
EMP10204,Strategy & Analytics,Analyst,3.7,74152,Low,0.46,0.28,"Financial Modelling, Risk Assessment, Change Management, Agile, Cloud Computing",EMP1924,FTE,Remote
EMP10205,Operations,Director,6.4,187378,Meets,0.17,0.55,"Financial Modelling, Process Automation, Cloud Computing, SQL",EMP9540,FTE,Toronto
EMP10206,Technology,VP,22.0,312700,Exceeds,0.6,0.37,"Agile, Natural Language Processing, Data Analysis",EMP6642,Contract,Montreal
EMP10207,Customer Experience,Senior Analyst,0.6,95651,Meets,0.52,0.47,"Process Automation, Change Management, SQL",EMP9813,FTE,Calgary
EMP10208,Operations,Manager,0.4,132793,Exceeds,0.09,0.77,"Agile, Strategic Planning",EMP9683,FTE,Toronto
EMP10209,Operations,Manager,11.3,117393,Top,0.24,0.67,"SQL, Risk Assessment, Data Analysis, Project Management",EMP7179,FTE,Montreal
EMP10210,Strategy & Analytics,Analyst,9.5,72361,Exceeds,0.73,0.41,"Natural Language Processing, Risk Assessment, Agile",EMP6455,FTE,Remote
EMP10211,Operations,Analyst,2.3,58470,Exceeds,0.1,0.69,"Financial Modelling, Risk Assessment, Natural Language Processing, Machine Learning, Compliance",EMP6269,FTE,Vancouver
EMP10212,Finance & Risk,Senior Analyst,8.9,98068,Meets,0.19,0.68,"Cloud Computing, Machine Learning, Change Management, Excel Advanced, Financial Modelling",EMP6246,Contract,Vancouver
EMP10213,Finance & Risk,Manager,3.1,113953,Meets,0.3,0.67,"Data Analysis, Compliance, Natural Language Processing",EMP7841,FTE,Toronto
EMP10214,Operations,Manager,2.5,110913,Meets,0.37,0.7,"Compliance, Natural Language Processing, Excel Advanced, Power BI",EMP9037,FTE,Calgary
EMP10215,Operations,Analyst,1.1,67391,Meets,0.18,0.64,"Python, Strategic Planning, Agile",EMP2217,Contract,Montreal
EMP10216,Customer Experience,Senior Analyst,23.7,76444,Exceeds,0.44,0.54,"SQL, Project Management, Data Analysis",EMP4583,FTE,Vancouver
EMP10217,Compliance & Legal,Manager,0.3,117829,Meets,0.08,0.32,"Natural Language Processing, Data Analysis, Strategic Planning, Compliance, Agile",EMP7739,FTE,Vancouver
EMP10218,Operations,VP,9.8,264978,Low,0.35,0.5,"Stakeholder Communication, Machine Learning, Cloud Computing, Python, Compliance",EMP3439,FTE,Montreal
EMP10219,Operations,Senior Analyst,6.0,94232,Exceeds,0.38,0.82,"Excel Advanced, Change Management",EMP8520,FTE,Remote
EMP10220,Operations,Manager,0.7,118735,Exceeds,0.34,0.79,"SQL, Change Management",EMP7213,FTE,Vancouver
EMP10221,Human Resources,Manager,3.6,115903,Developing,0.11,0.1,"Power BI, Machine Learning, Cloud Computing, Compliance, Data Analysis",EMP4764,FTE,Remote
EMP10222,Strategy & Analytics,Senior Analyst,2.3,86486,Low,0.26,0.41,"Compliance, Python",EMP3938,Contract,Toronto
EMP10223,Sales & Distribution,Manager,2.6,108913,Exceeds,0.26,0.57,"SQL, Process Automation, Strategic Planning, Natural Language Processing, Machine Learning",EMP7375,FTE,Vancouver
EMP10224,Operations,Senior Manager,4.3,137332,Exceeds,0.47,0.64,"Strategic Planning, Excel Advanced",EMP1879,FTE,Toronto
EMP10225,Technology,Manager,5.1,101458,Meets,0.35,0.25,"Power BI, Data Analysis, Strategic Planning, Project Management, Change Management",EMP8381,FTE,Vancouver
EMP10226,Sales & Distribution,Senior Analyst,1.6,83742,Exceeds,1.0,0.6,"SQL, Process Automation, Change Management, Machine Learning, Excel Advanced",EMP2204,FTE,Toronto
EMP10227,Customer Experience,Manager,0.5,123110,Exceeds,0.25,0.65,"Excel Advanced, Machine Learning, Python, Data Analysis",EMP6050,FTE,Calgary
EMP10228,Technology,Analyst,2.2,59113,Meets,0.33,0.42,"Machine Learning, Data Analysis, Python, Stakeholder Communication, Compliance",EMP2524,FTE,Calgary
EMP10229,Strategy & Analytics,Analyst,3.4,55839,Meets,0.31,0.19,"Financial Modelling, Stakeholder Communication",EMP7237,FTE,Toronto
EMP10230,Operations,Analyst,1.9,73561,Developing,0.71,0.48,"Agile, Process Automation, Financial Modelling, Change Management",EMP2260,FTE,Remote
EMP10231,Customer Experience,Senior Analyst,4.3,98576,Meets,0.22,0.42,"Machine Learning, Project Management, Natural Language Processing, Data Analysis, Risk Assessment",EMP6443,FTE,Vancouver
EMP10232,Strategy & Analytics,Senior Analyst,7.6,96534,Meets,0.42,0.32,"Process Automation, Power BI, Strategic Planning",EMP4290,FTE,Toronto
EMP10233,Operations,Senior Analyst,2.8,96049,Exceeds,0.45,0.76,"Financial Modelling, Power BI, Risk Assessment, Project Management, Change Management",EMP7437,FTE,Remote
EMP10234,Operations,C-Suite,12.5,332088,Developing,0.23,0.64,"Cloud Computing, Risk Assessment",,FTE,Toronto
EMP10235,Human Resources,Senior Manager,1.1,152704,Exceeds,0.61,0.15,"Natural Language Processing, Project Management, Power BI, Strategic Planning, Machine Learning",EMP5139,FTE,Montreal
EMP10236,Customer Experience,Analyst,3.7,68777,Top,0.25,0.66,"Change Management, Agile, Compliance, Data Analysis, Strategic Planning",EMP6890,FTE,Calgary
EMP10237,Compliance & Legal,Director,2.8,170466,Developing,0.5,0.6,"Excel Advanced, Stakeholder Communication, Power BI",EMP1725,FTE,Montreal
EMP10238,Human Resources,VP,1.0,275508,Meets,0.51,0.43,"Machine Learning, Data Analysis, Python, Project Management, Strategic Planning",EMP9366,FTE,Montreal
EMP10239,Human Resources,Analyst,6.9,66084,Meets,0.13,0.28,"Strategic Planning, Project Management, Stakeholder Communication, Data Analysis, Financial Modelling",EMP2712,FTE,Remote
EMP10240,Technology,Senior Manager,5.8,166016,Exceeds,0.09,0.14,"Process Automation, Power BI, Financial Modelling, Change Management",EMP4389,FTE,Toronto
EMP10241,Technology,Senior Manager,0.0,156685,Meets,0.82,0.62,"Process Automation, Python",EMP2885,FTE,Toronto
EMP10242,Technology,Senior Manager,0.3,155299,Top,0.25,0.5,"Strategic Planning, Stakeholder Communication, Compliance",EMP3623,FTE,Vancouver
EMP10243,Finance & Risk,Senior Manager,7.4,144443,Meets,0.17,0.74,"Agile, Change Management, Data Analysis",EMP4232,FTE,Vancouver
EMP10244,Technology,Analyst,5.5,70772,Meets,0.27,0.33,"Machine Learning, Stakeholder Communication",EMP6993,FTE,Vancouver
EMP10245,Operations,Director,2.6,174430,Meets,0.32,0.79,"Change Management, Strategic Planning, Process Automation, Python",EMP6700,FTE,Vancouver
EMP10246,Technology,Manager,4.5,127497,Exceeds,0.46,0.58,"Project Management, Power BI",EMP2931,FTE,Toronto
EMP10247,Operations,Analyst,0.9,62244,Meets,0.89,0.81,"Change Management, Agile, SQL",EMP8973,FTE,Montreal
EMP10248,Human Resources,C-Suite,1.6,583390,Meets,0.58,0.44,"Process Automation, Project Management, SQL, Stakeholder Communication, Financial Modelling",,FTE,Remote
EMP10249,Sales & Distribution,Senior Analyst,2.8,87074,Developing,0.17,0.49,"Strategic Planning, Natural Language Processing, Risk Assessment, Power BI, Financial Modelling",EMP7809,FTE,Vancouver
EMP10250,Technology,Manager,2.6,125532,Exceeds,0.21,0.44,"Process Automation, Python, Project Management",EMP4683,FTE,Toronto
EMP10251,Finance & Risk,Senior Manager,14.1,137413,Exceeds,0.8,0.5,"Machine Learning, Compliance",EMP9898,FTE,Vancouver
EMP10252,Customer Experience,Analyst,10.7,59990,Exceeds,0.7,0.58,"Agile, Machine Learning, Excel Advanced",EMP5055,FTE,Remote
EMP10253,Finance & Risk,Senior Analyst,0.2,76566,Exceeds,0.34,0.47,"Machine Learning, Financial Modelling, Strategic Planning, Change Management, Excel Advanced",EMP6744,Contract,Montreal
EMP10254,Finance & Risk,Manager,1.9,131494,Exceeds,0.52,0.42,"Python, Excel Advanced, Compliance",EMP5605,FTE,Toronto
EMP10255,Sales & Distribution,Senior Analyst,5.9,99532,Meets,0.29,0.61,"Project Management, Agile",EMP1971,Contract,Remote
EMP10256,Technology,Director,2.8,218600,Meets,0.04,0.26,"Financial Modelling, Change Management, Strategic Planning, SQL",EMP5402,FTE,Vancouver
EMP10257,Technology,Senior Manager,8.6,154642,Exceeds,0.24,0.37,"Strategic Planning, Compliance, Excel Advanced, Stakeholder Communication, Financial Modelling",EMP8996,FTE,Toronto
EMP10258,Customer Experience,Senior Manager,3.5,137860,Exceeds,0.14,0.69,"Excel Advanced, SQL, Change Management, Compliance, Risk Assessment",EMP4568,Contract,Calgary
EMP10259,Finance & Risk,Senior Analyst,2.4,91274,Meets,0.16,0.53,"Natural Language Processing, Power BI, Cloud Computing",EMP1793,FTE,Montreal
EMP10260,Customer Experience,Analyst,6.9,59027,Top,0.42,0.47,"Cloud Computing, Strategic Planning, Data Analysis",EMP8009,FTE,Montreal
EMP10261,Technology,Manager,3.3,107170,Developing,0.18,0.34,"SQL, Excel Advanced, Project Management, Python",EMP7092,FTE,Montreal
EMP10262,Technology,Manager,10.8,118854,Exceeds,0.2,0.26,"Agile, SQL, Excel Advanced",EMP2559,FTE,Vancouver
EMP10263,Technology,Analyst,2.2,70512,Exceeds,0.06,0.49,"Data Analysis, Power BI",EMP2975,Contract,Vancouver
EMP10264,Technology,Analyst,2.3,73301,Meets,0.3,0.25,"Machine Learning, Power BI",EMP7022,Contract,Toronto
EMP10265,Customer Experience,Senior Manager,1.7,165001,Developing,0.3,0.51,"SQL, Data Analysis, Process Automation",EMP3688,FTE,Montreal
EMP10266,Compliance & Legal,Analyst,10.1,68085,Meets,0.09,0.32,"Risk Assessment, SQL, Cloud Computing, Python, Natural Language Processing",EMP3017,FTE,Vancouver
EMP10267,Sales & Distribution,Senior Analyst,9.6,95090,Developing,0.34,0.68,"SQL, Financial Modelling, Compliance, Process Automation",EMP5668,FTE,Montreal
EMP10268,Strategy & Analytics,Manager,0.8,130867,Meets,0.57,0.6,"Change Management, Process Automation, Power BI",EMP1894,FTE,Calgary
EMP10269,Operations,Senior Analyst,9.9,76985,Meets,0.12,0.94,"Strategic Planning, Data Analysis",EMP6916,Contract,Toronto
EMP10270,Strategy & Analytics,Manager,1.7,116490,Meets,0.97,0.22,"Natural Language Processing, SQL, Data Analysis",EMP2106,FTE,Toronto
EMP10271,Sales & Distribution,VP,7.9,253520,Meets,0.45,0.47,"Strategic Planning, Agile, Risk Assessment, Excel Advanced",EMP7590,FTE,Vancouver
EMP10272,Compliance & Legal,Analyst,1.9,64007,Meets,0.21,0.63,"Project Management, Power BI, Risk Assessment",EMP2083,FTE,Vancouver
EMP10273,Sales & Distribution,Analyst,8.3,64425,Meets,0.26,0.68,"Machine Learning, Cloud Computing, Process Automation, Natural Language Processing, Data Analysis",EMP6067,FTE,Montreal
EMP10274,Technology,Analyst,0.3,58497,Developing,0.14,0.29,"Stakeholder Communication, Natural Language Processing",EMP6680,FTE,Calgary
EMP10275,Customer Experience,Analyst,4.6,68883,Developing,0.04,0.7,"Machine Learning, Data Analysis, Stakeholder Communication, Change Management",EMP8034,FTE,Toronto
EMP10276,Customer Experience,Manager,12.5,130492,Developing,0.07,0.71,"Strategic Planning, Excel Advanced, Data Analysis, Financial Modelling, Process Automation",EMP3734,FTE,Toronto
EMP10277,Technology,Manager,10.7,123475,Exceeds,0.17,0.37,"Strategic Planning, Data Analysis, Natural Language Processing",EMP1201,FTE,Vancouver
EMP10278,Operations,Analyst,2.2,74536,Top,0.69,0.71,"Agile, Financial Modelling",EMP6272,FTE,Remote
EMP10279,Operations,Senior Manager,11.3,144801,Meets,0.15,0.83,"Strategic Planning, Python",EMP3938,FTE,Vancouver
EMP10280,Technology,Senior Analyst,1.5,96818,Exceeds,0.37,0.57,"Process Automation, Power BI, Python, Compliance",EMP8483,FTE,Toronto
EMP10281,Compliance & Legal,Senior Analyst,1.2,75310,Meets,0.08,0.58,"Excel Advanced, Natural Language Processing, Change Management, Cloud Computing, Machine Learning",EMP9954,FTE,Toronto
EMP10282,Technology,Senior Analyst,0.2,97572,Meets,0.16,0.56,"Data Analysis, Power BI, Strategic Planning, Change Management",EMP7164,FTE,Montreal
EMP10283,Technology,Manager,0.9,102763,Meets,0.72,0.26,"Python, Project Management, Excel Advanced, Natural Language Processing, Strategic Planning",EMP1719,Contract,Remote
EMP10284,Finance & Risk,Manager,8.0,120964,Meets,0.19,0.67,"Machine Learning, Project Management",EMP7461,FTE,Montreal
EMP10285,Finance & Risk,VP,3.8,271744,Meets,0.07,0.72,"Power BI, Change Management, Excel Advanced, Agile",EMP6345,FTE,Toronto
EMP10286,Technology,Analyst,2.6,67141,Exceeds,0.25,0.44,"Project Management, Machine Learning",EMP3693,FTE,Toronto
EMP10287,Technology,Senior Analyst,3.2,77605,Exceeds,0.19,0.42,"Process Automation, Cloud Computing, Project Management, Agile, Python",EMP2481,FTE,Montreal
EMP10288,Customer Experience,Manager,4.5,102482,Low,0.27,0.53,"Project Management, SQL, Excel Advanced, Machine Learning",EMP6828,FTE,Toronto
EMP10289,Operations,Senior Manager,16.0,146597,Developing,0.14,0.57,"Cloud Computing, Financial Modelling, Python, Natural Language Processing, Strategic Planning",EMP3290,FTE,Toronto
EMP10290,Customer Experience,Analyst,1.0,65331,Developing,0.46,0.35,"Excel Advanced, SQL, Process Automation, Cloud Computing, Project Management",EMP2228,FTE,Toronto
EMP10291,Sales & Distribution,Senior Analyst,12.1,84925,Developing,0.38,0.57,"Machine Learning, Python, Financial Modelling, Data Analysis",EMP3752,Contract,Vancouver
EMP10292,Customer Experience,Senior Analyst,3.2,96855,Meets,0.33,0.4,"Stakeholder Communication, Excel Advanced, Machine Learning, SQL, Project Management",EMP5585,FTE,Toronto
EMP10293,Compliance & Legal,Manager,2.4,131766,Meets,0.25,0.47,"Agile, Natural Language Processing, Data Analysis, Python, Project Management",EMP7275,FTE,Toronto
EMP10294,Strategy & Analytics,Manager,5.2,104007,Meets,0.42,0.2,"Change Management, Excel Advanced",EMP8859,FTE,Vancouver
EMP10295,Sales & Distribution,Senior Analyst,2.4,93779,Meets,0.36,0.68,"Data Analysis, Power BI, Process Automation",EMP4588,FTE,Calgary
EMP10296,Operations,Senior Manager,0.0,157263,Meets,0.06,0.75,"Financial Modelling, Stakeholder Communication, Python, Machine Learning",EMP4951,FTE,Calgary
EMP10297,Sales & Distribution,Analyst,0.6,73049,Top,0.78,0.34,"Change Management, Excel Advanced, Cloud Computing",EMP3846,FTE,Montreal
EMP10298,Customer Experience,Manager,3.0,120201,Top,0.23,0.46,"Excel Advanced, Project Management",EMP4084,FTE,Calgary
EMP10299,Sales & Distribution,Manager,5.9,122830,Developing,0.26,0.43,"SQL, Python",EMP4811,FTE,Toronto
EMP10300,Finance & Risk,Senior Analyst,7.0,86160,Meets,0.1,0.64,"Power BI, Stakeholder Communication, Cloud Computing",EMP6301,FTE,Toronto
EMP10301,Customer Experience,Analyst,2.5,61377,Developing,0.03,0.46,"SQL, Excel Advanced, Natural Language Processing, Power BI",EMP7481,FTE,Toronto
EMP10302,Operations,VP,0.8,263052,Exceeds,1.0,0.81,"Natural Language Processing, Power BI, SQL, Excel Advanced, Compliance",EMP6846,FTE,Montreal
EMP10303,Technology,Senior Analyst,0.1,91145,Exceeds,0.12,0.48,"Stakeholder Communication, Data Analysis, Excel Advanced",EMP7415,Contract,Calgary
EMP10304,Compliance & Legal,Analyst,4.2,62291,Meets,0.11,0.48,"Machine Learning, Natural Language Processing, SQL",EMP6425,FTE,Toronto
EMP10305,Sales & Distribution,Analyst,0.7,64711,Exceeds,0.7,0.41,"Power BI, Cloud Computing",EMP1186,FTE,Toronto
EMP10306,Technology,Analyst,0.1,70124,Developing,0.27,0.31,"Python, Change Management",EMP8179,FTE,Remote
EMP10307,Strategy & Analytics,Senior Analyst,14.0,82849,Meets,0.22,0.11,"Machine Learning, Natural Language Processing, Change Management, Agile, Process Automation",EMP4695,FTE,Toronto
EMP10308,Strategy & Analytics,Senior Analyst,1.9,88535,Meets,0.06,0.56,"SQL, Power BI",EMP3787,Contract,Toronto
EMP10309,Technology,VP,8.1,264044,Top,0.24,0.2,"Natural Language Processing, Data Analysis, Risk Assessment, Power BI",EMP3703,FTE,Vancouver
EMP10310,Technology,Senior Analyst,15.3,88942,Top,0.31,0.38,"Compliance, Process Automation, Project Management, Machine Learning, Python",EMP1813,FTE,Vancouver
EMP10311,Finance & Risk,Analyst,4.4,64777,Low,0.23,0.56,"Process Automation, Natural Language Processing",EMP4271,FTE,Toronto
EMP10312,Human Resources,VP,0.2,267554,Meets,0.14,0.44,"Process Automation, Change Management",EMP8715,FTE,Montreal
EMP10313,Technology,Manager,9.2,104572,Developing,0.19,0.34,"Excel Advanced, Stakeholder Communication, Financial Modelling, Data Analysis, Project Management",EMP8204,FTE,Toronto
